product_id,date_type,research_date,price
1005,m,2020-12-01,5797.0
1005,m,2021-01-01,6198.0
1005,m,2021-02-01,6441.0
1005,m,2021-03-01,6592.0
1005,m,2021-04-01,6816.0
1005,m,2021-05-01,6992.0
1005,m,2021-06-01,6951.0
1005,m,2021-07-01,6989.0
1005,m,2021-08-01,6258.0
1005,m,2021-09-01,5996.0
1005,m,2021-10-01,5622.0
1005,m,2021-11-01,5411.0
1005,m,2021-12-01,5295.0
1005,m,2022-01-01,5429.0
1005,m,2022-02-01,5180.0
1005,m,2022-03-01,5195.0
1005,m,2022-04-01,5342.0
1005,m,2022-05-01,5353.0
1005,m,2022-06-01,5278.0
1005,m,2022-07-01,5396.0
1005,m,2022-08-01,5878.0
1005,m,2022-09-01,5801.0
1005,m,2022-10-01,5801.0
1005,m,2022-11-01,5801.0
1005,m,2022-12-01,5801.0
1006,m,2012-01-01,295.0
1006,m,2012-02-01,296.0
1006,m,2012-03-01,312.0
1006,m,2012-04-01,357.0
1006,m,2012-05-01,444.0
1006,m,2012-06-01,367.0
1006,m,2012-07-01,257.0
1006,m,2012-08-01,251.0
1006,m,2012-09-01,257.0
1006,m,2012-10-01,263.0
1006,m,2012-11-01,297.0
1006,m,2012-12-01,324.0
1006,m,2013-01-01,305.0
1006,m,2013-02-01,276.0
1006,m,2013-03-01,322.0
1006,m,2013-04-01,424.0
1006,m,2013-05-01,355.0
1006,m,2013-06-01,249.0
1006,m,2013-07-01,197.0
1006,m,2013-08-01,193.0
1006,m,2013-09-01,200.0
1006,m,2013-10-01,201.0
1006,m,2013-11-01,221.0
1006,m,2013-12-01,222.0
1006,m,2014-01-01,193.0
1006,m,2014-02-01,196.0
1006,m,2014-03-01,234.0
1006,m,2014-04-01,257.0
